0.561690629,0.804247737,0.519083381,0.724491835,0.499199212,0.627085209,0.493728638,0.534802616,0.484482408,0.472925335,0.563354075,0.542018533,0.560614586,0.414419889,0.558357537,0.351540565,0.556365073,0.297233045,0.598308742,0.546799302,0.60224992,0.405056,0.604734361,0.332024753,0.607109487,0.272509366,0.624029636,0.56778127,0.63340652,0.44090277,0.636546373,0.369933009,0.636782587,0.310523212,0.643501341,0.604341149,0.661311626,0.515915751,0.66959697,0.468519241,0.672854066,0.424588889,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.258266419,0.571205378,0.308307648,0.591436863,0.344344974,0.561120749,0.369525969,0.509846091,0.395994306,0.47598815,0.331072181,0.447198004,0.358143359,0.370257884,0.373969674,0.323017269,0.384911031,0.281953424,0.305224955,0.41883564,0.327294558,0.32953462,0.341119915,0.270970523,0.349905282,0.222843915,0.277961105,0.409714818,0.295259207,0.325569868,0.309411079,0.268069208,0.31987232,0.219249368,0.249152422,0.414699763,0.251884073,0.342107385,0.254297525,0.294988543,0.256142378,0.251877218,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.267709911,0.58456707,0.317013562,0.601719737,0.355239034,0.562363744,0.381384313,0.507181644,0.407505929,0.474483907,0.341463953,0.453693241,0.368580818,0.373850614,0.383954048,0.325414628,0.394970208,0.284104168,0.316021919,0.424534678,0.338231534,0.330471724,0.352518946,0.269898951,0.361832678,0.220808953,0.288842142,0.414988071,0.306180477,0.326008141,0.320128024,0.267124057,0.330811322,0.216432616,0.259485632,0.420448869,0.26342088,0.345942259,0.265547186,0.297357649,0.26705575,0.252488464,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.38003844,0.577133894,0.42362085,0.60500896,0.462300479,0.582962811,0.490605056,0.539077342,0.516067743,0.508107364,0.454486102,0.4689942,0.486211717,0.405702025,0.504447818,0.364803314,0.517781198,0.327349812,0.432229817,0.436266005,0.459249675,0.354452372,0.476155043,0.304002583,0.487389356,0.260705888,0.407540649,0.422016621,0.429124922,0.342922419,0.445910841,0.294111073,0.458998591,0.249796346,0.380612791,0.422182113,0.387627065,0.352597266,0.393020272,0.309363872,0.397770435,0.268440068,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.38959533,0.575689018,0.433266252,0.604982495,0.469721109,0.586725473,0.497383296,0.544961631,0.523011029,0.516519964,0.462601572,0.470992059,0.492964089,0.404123455,0.510763943,0.362643838,0.523740351,0.327546954,0.440360188,0.439563811,0.466663748,0.356870383,0.483566672,0.305265486,0.494574428,0.26184833,0.415917248,0.425351501,0.437508374,0.34589532,0.454772055,0.296337068,0.467887402,0.252420843,0.389040977,0.424228072,0.396734715,0.353931069,0.402463526,0.31156671,0.407239467,0.272310913,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.473669559,0.50670135,0.510383785,0.546729982,0.541770518,0.539976001,0.570447087,0.513314843,0.597553551,0.501208365,0.545966029,0.437196821,0.580456674,0.38412708,0.601684272,0.348994106,0.617395103,0.315640181,0.527999818,0.400464296,0.559847355,0.333628356,0.581113636,0.288169086,0.596222937,0.251185298,0.506036878,0.379583955,0.532532811,0.311389357,0.552794397,0.268346012,0.568904519,0.234287754,0.482033461,0.372889489,0.493509382,0.306564033,0.500426531,0.264793694,0.507568479,0.227892593,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.479199469,0.492236644,0.516287982,0.531105042,0.548868001,0.527505755,0.579132855,0.502764702,0.605622113,0.482601881,0.55279845,0.42802766,0.589130402,0.371945858,0.610047996,0.333977103,0.62428689,0.302169293,0.535122037,0.391667485,0.568682671,0.318489343,0.589874685,0.270448118,0.603859603,0.234781012,0.512726486,0.369901687,0.540414929,0.297109991,0.561675727,0.250453055,0.578454912,0.215364888,0.488184512,0.360432804,0.500758886,0.292396635,0.509232759,0.250573784,0.517457008,0.215159446,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.218557328,0.53215766,0.272869408,0.536066532,0.309594512,0.48736155,0.332003176,0.424221784,0.356177926,0.381773472,0.285114169,0.382646084,0.307154775,0.296017855,0.319238901,0.242505059,0.327515483,0.195164263,0.25657326,0.3577694,0.27156809,0.257697165,0.280687511,0.192043498,0.285974711,0.138888299,0.228165001,0.353114218,0.239359826,0.25943324,0.248967558,0.195366904,0.25568217,0.141089559,0.198768139,0.364553392,0.195257097,0.28892976,0.193419993,0.239364535,0.19103533,0.193600833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.208040208,0.526621878,0.261681318,0.532851696,0.298220992,0.488584876,0.321800858,0.429174393,0.345592201,0.385823488,0.275844634,0.381520361,0.298344523,0.296144515,0.310491532,0.24374257,0.318179846,0.197922394,0.247266129,0.356579065,0.26292938,0.258754522,0.272097111,0.194741279,0.277170897,0.142117754,0.218321413,0.351825684,0.229727149,0.259509474,0.239391759,0.197507769,0.246124327,0.144413963,0.188483328,0.362610877,0.186434001,0.28632617,0.185597986,0.237024844,0.184088975,0.191351935,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.098279163,0.549425125,0.157623261,0.546084046,0.198053494,0.482910454,0.222504422,0.408545017,0.246144831,0.352010429,0.16409263,0.357699871,0.188083336,0.25299418,0.198547259,0.187323779,0.206621617,0.129511863,0.127582476,0.332350403,0.140934542,0.208193779,0.147872657,0.128185511,0.154873714,0.063371241,0.09238182,0.331504434,0.101187408,0.214208692,0.107980043,0.136391357,0.115127563,0.070612147,0.056218334,0.351745546,0.046867102,0.252641261,0.041779958,0.191689789,0.039258629,0.135503158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
